行业类型,数据时间,有功功率最大值（kw）,有功功率最小值（kw）
普通工业,2019/3/21,8828.1,3448.0668
普通工业,2019/3/22,9488.7186,3889.4868
普通工业,2019/3/23,5960.0292,10.8
普通工业,2019/3/24,5620.8474,0.672
普通工业,2019/3/25,7974.2439,3283.3326
普通工业,2019/3/26,7875.2127,3472.6392
普通工业,2019/3/27,7902.9828,3489.0306
普通工业,2019/3/28,8404.104,3537.2772
普通工业,2019/3/29,8755.947,3725.5914
普通工业,2019/3/30,5909.9982,3522.6579
普通工业,2019/3/31,6294.4425,3430.3125
普通工业,2019/4/1,7717.1916,3410.7405
普通工业,2019/4/2,7590.0399,3339.267
普通工业,2019/4/3,7808.2374,3411.7734
普通工业,2019/4/4,7774.6056,3634.4865
普通工业,2019/4/5,5056.6065,3201.5142
普通工业,2019/4/6,5607.7536,3227.5638
普通工业,2019/4/7,6184.1355,3497.8167
普通工业,2019/4/8,9933.8649,3893.7732
普通工业,2019/4/9,10581.7962,4329.5121
普通工业,2019/4/10,11294.3784,4586.0664
普通工业,2019/4/11,11172.5421,4524.219
普通工业,2019/4/12,8251.1751,3773.8575
普通工业,2019/4/13,6307.2669,3357.861
普通工业,2019/4/14,6543.693,3478.2573
普通工业,2019/4/15,8536.4196,3501.906
普通工业,2019/4/16,8230.0707,3573.4113
普通工业,2019/4/17,8590.9896,3594.5514
普通工业,2019/4/18,8978.8389,3868.8264
普通工业,2019/4/19,8960.9748,3864.1467
普通工业,2019/4/20,6779.214,3522.486
普通工业,2019/4/21,6751.4241,3547.8207
普通工业,2019/4/22,10528.7145,3895.9725
普通工业,2019/4/23,11513.8758,4283.748
普通工业,2019/4/24,12196.4793,5060.3022
普通工业,2019/4/25,12840.2838,5303.091
普通工业,2019/4/26,12978.0828,5481.3279
普通工业,2019/4/27,6936.0543,4183.4202
普通工业,2019/4/28,10181.5893,3850.6749
普通工业,2019/4/29,11387.589,4275.7659
普通工业,2019/4/30,10911.9171,4210.5987
普通工业,2019/5/1,5493.9531,3514.5642
普通工业,2019/5/2,5358.5358,3378.1692
普通工业,2019/5/3,6220.5999,3311.2794
普通工业,2019/5/4,6423.2439,3256.9641
普通工业,2019/5/5,8577.294,3195.3162
普通工业,2019/5/6,8371.7553,3477.999
普通工业,2019/5/7,8144.8527,3498.1572
普通工业,2019/5/8,8532.9819,3404.874
普通工业,2019/5/9,8261.4351,3409.7208
普通工业,2019/5/10,9068.1936,3724.9071
普通工业,2019/5/11,7487.6061,3912.1698
普通工业,2019/5/12,7946.8629,3998.151
普通工业,2019/5/13,12995.8986,4561.9428
普通工业,2019/5/14,13443.6651,5174.0922
普通工业,2019/5/15,14543.8749,5538.6333
普通工业,2019/5/16,15372.39,5839.0335
普通工业,2019/5/17,15471.8583,6106.2831
普通工业,2019/5/18,10688.9616,5396.8161
普通工业,2019/5/19,10537.8729,5357.88
普通工业,2019/5/20,14630.5101,6359.5794
普通工业,2019/5/21,13168.9473,5699.5455
普通工业,2019/5/22,12817.9146,4992.8964
普通工业,2019/5/23,12371.4141,4973.211
普通工业,2019/5/24,12723.948,4889.7183
普通工业,2019/5/25,8578.8672,4420.515
普通工业,2019/5/26,8093.8455,4514.2398
普通工业,2019/5/27,12159.2274,4991.5851
普通工业,2019/5/28,12989.8464,5231.9778
普通工业,2019/5/29,11335.2495,4988.6745
普通工业,2019/5/30,10999.9368,4430.6808
普通工业,2019/5/31,11546.2107,4403.9049
普通工业,2019/6/1,9408.8235,4275.864
普通工业,2019/6/2,8988.132,4348.9107
普通工业,2019/6/3,12965.1279,4829.5641
普通工业,2019/6/4,13564.6347,5548.6119
普通工业,2019/6/5,13880.5416,5181.4872
普通工业,2019/6/6,13936.5273,5530.3869
普通工业,2019/6/7,8181.1092,4934.7867
普通工业,2019/6/8,9421.1664,51.12
普通工业,2019/6/9,9918.7599,0.36
普通工业,2019/6/10,16212.4479,0.36
普通工业,2019/6/11,13852.8369,4.896
普通工业,2019/6/12,13409.3652,5083.4745
普通工业,2019/6/13,14116.3215,5355.0282
普通工业,2019/6/14,8808.7041,1662.726
普通工业,2019/6/15,290.172,2.088
普通工业,2019/6/16,5589.9396,2104.2204
普通工业,2019/6/17,13938.5556,2345.0688
普通工业,2019/6/18,13535.6577,5198.1816
普通工业,2019/6/19,13958.898,5579.5779
普通工业,2019/6/20,14481.273,5859.7362
普通工业,2019/6/21,15184.7253,6241.9758
普通工业,2019/6/22,10947.2406,5901.2322
普通工业,2019/6/23,10137.1893,5465.6034
普通工业,2019/6/24,13718.0016,5742.6516
普通工业,2019/6/25,12636.2199,5112.0618
普通工业,2019/6/26,12944.3304,5447.8383
普通工业,2019/6/27,14247.1047,5721.8163
普通工业,2019/6/28,14893.9902,6271.7877
普通工业,2019/6/29,9815.5278,5549.3508
普通工业,2019/6/30,9178.6719,5221.9173
普通工业,2019/7/1,15137.7468,5765.5056
普通工业,2019/7/2,15400.0065,6274.008
普通工业,2019/7/3,13957.386,5906.1867
普通工业,2019/7/4,14332.785,5692.494
普通工业,2019/7/5,14155.6182,5918.1564
普通工业,2019/7/6,9572.2632,30.024
普通工业,2019/7/7,10007.2794,5221.0626
普通工业,2019/7/8,14953.5837,5895.2088
普通工业,2019/7/9,14621.1768,6465.7677
普通工业,2019/7/10,12616.2558,5838.8322
普通工业,2019/7/11,13005.3051,3900.576
普通工业,2019/7/12,13938.9858,5341.3866
普通工业,2019/7/13,9342.5913,5050.5039
普通工业,2019/7/14,9966.867,5193.8874
普通工业,2019/7/15,13913.8005,5135.3844
普通工业,2019/7/16,13943.2449,5601.0528
普通工业,2019/7/17,14323.6809,5743.2117
普通工业,2019/7/18,13841.2371,5976.7074
普通工业,2019/7/19,13611.9678,2558.022
普通工业,2019/7/20,9512.4864,21.48
普通工业,2019/7/21,8942.9718,19.854
普通工业,2019/7/22,12211.3662,327.972
普通工业,2019/7/23,12163.3566,4836.6513
普通工业,2019/7/24,11922.9072,4917.7875
普通工业,2019/7/25,11974.3938,5098.503
普通工业,2019/7/26,12930.459,5357.2374
普通工业,2019/7/27,10011.8184,5267.5428
普通工业,2019/7/28,8573.736,4626.8238
普通工业,2019/7/29,12703.5573,1.704
普通工业,2019/7/30,12658.2117,4857.4917
普通工业,2019/7/31,12227.2917,5037.0921
普通工业,2019/8/1,9823.1718,4558.6515
普通工业,2019/8/2,10010.4732,4711.6467
普通工业,2019/8/3,8413.2231,4198.2204
普通工业,2019/8/4,7644.6333,4182.8523
普通工业,2019/8/5,11727.8154,4582.5348
普通工业,2019/8/6,11999.0466,5126.9031
普通工业,2019/8/7,12919.0302,5066.1876
普通工业,2019/8/8,12746.4417,5178.6702
普通工业,2019/8/9,13374.9033,5497.3338
普通工业,2019/8/10,10093.7628,5660.6226
普通工业,2019/8/11,9358.9626,5439.3384
普通工业,2019/8/12,13200.8019,5352.0801
普通工业,2019/8/13,13193.9745,5642.0055
普通工业,2019/8/14,12834.4224,5571.2895
普通工业,2019/8/15,12417.5223,5452.6863
普通工业,2019/8/16,12801.9504,4946.2971
普通工业,2019/8/17,9434.3985,4950.1161
普通工业,2019/8/18,8681.697,4791.9579
普通工业,2019/8/19,11845.8837,4650.4611
普通工业,2019/8/20,12258.2592,5028.7578
普通工业,2019/8/21,12280.7109,5075.2851
普通工业,2019/8/22,12167.595,5006.7321
普通工业,2019/8/23,12436.9419,5300.619
普通工业,2019/8/24,9324.2589,4891.3668
普通工业,2019/8/25,8540.8014,5227.5759
普通工业,2019/8/26,11386.8372,4721.1513
普通工业,2019/8/27,12230.5056,4913.7138
普通工业,2019/8/28,13303.1784,5150.4345
普通工业,2019/8/29,13969.2966,5780.6589
普通工业,2019/8/30,13417.7418,5274.8607
普通工业,2019/8/31,9184.2129,4934.508
普通工业,2019/9/1,9173.6145,4474.3062
普通工业,2019/9/2,12795.7782,4780.6326
普通工业,2019/9/3,12253.866,4705.8774
普通工业,2019/9/4,12417.5556,4968.9054
普通工业,2019/9/5,13077.1536,5068.6974
普通工业,2019/9/6,13485.9354,5499.0087
普通工业,2019/9/7,9309.6156,5144.2758
普通工业,2019/9/8,8857.0548,5318.2833
普通工业,2019/9/9,15109.8267,6032.1729
普通工业,2019/9/10,15031.4298,6575.0718
普通工业,2019/9/11,15122.3715,6308.4927
普通工业,2019/9/12,14625.9357,5920.7535
普通工业,2019/9/13,7436.4618,5083.0092
普通工业,2019/9/14,8163.3735,4923.1584
普通工业,2019/9/15,8908.6731,4849.1934
普通工业,2019/9/16,14182.2717,5873.349
普通工业,2019/9/17,13876.5753,5902.9521
普通工业,2019/9/18,14763.3315,5546.8863
普通工业,2019/9/19,14055.6546,5856.9468
普通工业,2019/9/20,12357.879,5428.1319
普通工业,2019/9/21,8105.9778,4724.7615
普通工业,2019/9/22,7435.5228,4236.7821
普通工业,2019/9/23,11554.4244,4485.9045
普通工业,2019/9/24,11844.4641,4568.3985
普通工业,2019/9/25,11962.1007,4868.4963
普通工业,2019/9/26,12513.3699,5020.1055
普通工业,2019/9/27,12083.2839,5167.8669
普通工业,2019/9/28,9302.2683,5092.9128
普通工业,2019/9/29,12088.878,5068.3875
普通工业,2019/9/30,11439.8061,4953.8601
普通工业,2019/10/1,6923.7417,4447.3191
普通工业,2019/10/2,7242.0033,4521.6228
普通工业,2019/10/3,7465.2792,4552.9323
普通工业,2019/10/4,7520.5485,4654.1841
普通工业,2019/10/5,8099.7249,4716.1317
普通工业,2019/10/6,7893.4752,4915.6713
普通工业,2019/10/7,8133.1413,4528.2228
普通工业,2019/10/8,12582.2526,5053.7271
普通工业,2019/10/9,11546.8035,5007.2421
普通工业,2019/10/10,12185.082,4885.8885
普通工业,2019/10/11,12883.6179,4610.4603
普通工业,2019/10/12,12892.7982,5557.0425
普通工业,2019/10/13,7772.6058,4261.2819
普通工业,2019/10/14,11615.3631,4942.338
普通工业,2019/10/15,10784.1555,4551.4497
普通工业,2019/10/16,10381.3911,4217.7258
普通工业,2019/10/17,10153.8756,4164.0441
普通工业,2019/10/18,9318.309,4180.7421
普通工业,2019/10/19,7217.3691,4108.1352
普通工业,2019/10/20,7339.0017,4001.8803
普通工业,2019/10/21,10791.6147,4213.3323
普通工业,2019/10/22,10892.0517,4201.3407
普通工业,2019/10/23,11129.7222,4234.6926
普通工业,2019/10/24,10396.5147,4280.9811
普通工业,2019/10/25,10162.3869,4367.2956
普通工业,2019/10/26,7699.2066,4144.2285
普通工业,2019/10/27,7172.7663,3587.1249
普通工业,2019/10/28,8522.6814,3698.0415
普通工业,2019/10/29,8013.6687,3545.8845
普通工业,2019/10/30,8265.0843,3515.0748
普通工业,2019/10/31,8114.571,3426.312
普通工业,2019/11/1,9480.8934,3678.345
普通工业,2019/11/2,7850.7486,3788.5581
普通工业,2019/11/3,7928.658,4161.8214
普通工业,2019/11/4,9209.6121,3725.0574
普通工业,2019/11/5,8384.8635,3869.3826
普通工业,2019/11/6,8715.0459,3760.6491
普通工业,2019/11/7,8221.479,3576.3195
普通工业,2019/11/8,7865.7894,3482.4807
普通工业,2019/11/9,6328.3593,931.7736
普通工业,2019/11/10,5842.6575,3227.163
普通工业,2019/11/11,7622.8146,3194.0619
普通工业,2019/11/12,8183.382,3507.9825
普通工业,2019/11/13,8508.7224,3611.5794
普通工业,2019/11/14,8078.9439,3317.2785
普通工业,2019/11/15,8311.9479,3373.533
普通工业,2019/11/16,6422.6946,3490.8198
普通工业,2019/11/17,6681.636,3365.3931
普通工业,2019/11/18,8783.5539,3412.5972
普通工业,2019/11/19,7567.323,3428.79
普通工业,2019/11/20,7716.9636,3238.5633
普通工业,2019/11/21,7814.0037,3221.22
普通工业,2019/11/22,7555.4007,3412.1943
普通工业,2019/11/23,5876.7969,3464.6721
普通工业,2019/11/24,5723.0268,3126.9339
普通工业,2019/11/25,7912.0797,3069.7542
普通工业,2019/11/26,7422.1839,3455.6241
普通工业,2019/11/27,7826.0712,3483.2064
普通工业,2019/11/28,7832.829,3410.1975
普通工业,2019/11/29,7922.3112,3317.1234
普通工业,2019/11/30,5708.0607,3435.0378
普通工业,2019/12/1,5681.8497,3188.1153
普通工业,2019/12/2,7995.1737,1435.0872
普通工业,2019/12/3,8090.3424,3246.366
普通工业,2019/12/4,8297.8248,2890.4991
普通工业,2019/12/5,8245.7619,3256.215
普通工业,2019/12/6,7717.2909,2902.881
普通工业,2019/12/7,5687.7666,3383.6211
普通工业,2019/12/8,5731.5228,3124.584
普通工业,2019/12/9,7923.4005,3164.4111
普通工业,2019/12/10,7789.2087,3276.4077
普通工业,2019/12/11,7773.5007,3359.0919
普通工业,2019/12/12,7746.2712,3448.9662
普通工业,2019/12/13,7755.2928,3263.997
普通工业,2019/12/14,5829.5904,3067.6128
普通工业,2019/12/15,5634.8418,3028.0536
普通工业,2019/12/16,7532.6778,3288.8493
普通工业,2019/12/17,7722.429,3322.4511
普通工业,2019/12/18,8210.2152,3299.499
普通工业,2019/12/19,7701.1815,3487.7697
普通工业,2019/12/20,7710.5943,3368.4861
普通工业,2019/12/21,5800.7805,3176.4846
普通工业,2019/12/22,5193.1404,3080.9163
普通工业,2019/12/23,7386.9093,2973.7737
普通工业,2019/12/24,7360.0422,3159.2859
普通工业,2019/12/25,7449.0993,3258.09
普通工业,2019/12/26,7393.2888,3306.4959
普通工业,2019/12/27,7555.1172,3425.1174
普通工业,2019/12/28,5640.8832,3302.8413
普通工业,2019/12/29,5343.2946,3134.8791
普通工业,2019/12/30,7067.3793,3167.5515
普通工业,2019/12/31,7191.5958,3202.8039
普通工业,2020/1/1,4731.132,3177.7212
普通工业,2020/1/2,7195.7724,2964.9159
普通工业,2020/1/3,7289.4192,3067.467
普通工业,2020/1/4,5197.5993,3027.8865
普通工业,2020/1/5,5059.179,3020.9202
普通工业,2020/1/6,6949.4313,3132.0165
普通工业,2020/1/7,7036.5657,3103.1676
普通工业,2020/1/8,7079.4639,2978.58
普通工业,2020/1/9,6775.2465,3120.6186
普通工业,2020/1/10,7034.3013,3130.6902
普通工业,2020/1/11,4725.5763,2946.2331
普通工业,2020/1/12,4616.715,2972.0388
普通工业,2020/1/13,6300.5016,2869.4145
普通工业,2020/1/14,6215.7882,2906.8845
普通工业,2020/1/15,6122.5506,2919.2472
普通工业,2020/1/16,5912.9073,2847.2916
普通工业,2020/1/17,5945.4471,2863.9935
普通工业,2020/1/18,3946.6929,2409.5661
普通工业,2020/1/19,5177.4912,2674.2291
普通工业,2020/1/20,4843.7715,2745.5532
普通工业,2020/1/21,4376.7132,2384.6811
普通工业,2020/1/22,4085.8815,2481.3273
普通工业,2020/1/23,3436.4331,2380.4901
普通工业,2020/1/24,2784.2658,2052.9651
普通工业,2020/1/25,2811.6471,2022.2298
普通工业,2020/1/26,2852.499,2027.3463
普通工业,2020/1/27,3155.4441,2278.8051
普通工业,2020/1/28,3506.1453,1977.2535
普通工业,2020/1/29,3440.9037,2310.1545
普通工业,2020/1/30,3293.0178,2254.4634
普通工业,2020/1/31,3286.4013,2332.6935
普通工业,2020/2/1,3478.9326,2327.6115
普通工业,2020/2/2,3370.1106,2290.7112
普通工业,2020/2/3,3448.7883,2073.0453
普通工业,2020/2/4,3749.5614,2195.4159
普通工业,2020/2/5,3591.6717,2369.8785
普通工业,2020/2/6,3452.8158,2300.7825
普通工业,2020/2/7,3387.0036,2295.4422
普通工业,2020/2/8,3175.7412,2230.1832
普通工业,2020/2/9,3118.2234,2222.7966
普通工业,2020/2/10,3745.3038,2290.5513
普通工业,2020/2/11,3663.1278,2297.7024
普通工业,2020/2/12,3763.1826,637.9716
普通工业,2020/2/13,4242.0306,2332.9668
普通工业,2020/2/14,3665.3385,2047.3164
普通工业,2020/2/15,4017.5673,2226.2817
普通工业,2020/2/16,3399.1821,1756.7511
普通工业,2020/2/17,4216.5291,2426.4264
普通工业,2020/2/18,3864.3435,2317.6491
普通工业,2020/2/19,3920.2695,2367.3615
普通工业,2020/2/20,3753.2607,2268.4137
普通工业,2020/2/21,3882.4008,2441.5803
普通工业,2020/2/22,3224.6886,2241.7248
普通工业,2020/2/23,3271.743,2090.5413
普通工业,2020/2/24,3888.8274,2267.0592
普通工业,2020/2/25,3998.9109,2336.6649
普通工业,2020/2/26,4308.9366,2346.6324
普通工业,2020/2/27,4179.3858,2344.3647
普通工业,2020/2/28,4447.1361,2439.1659
普通工业,2020/2/29,3704.6454,2393.8539
普通工业,2020/3/1,3540.6432,2487.6363
普通工业,2020/3/2,4581.0957,2441.9286
普通工业,2020/3/3,4734.531,2286.2838
普通工业,2020/3/4,4646.2725,2515.0203
普通工业,2020/3/5,4714.2255,2513.9034
普通工业,2020/3/6,4851.5811,2427.6672
普通工业,2020/3/7,3823.2003,2495.2077
普通工业,2020/3/8,3982.9533,2447.907
普通工业,2020/3/9,5137.809,2438.655
普通工业,2020/3/10,4556.1525,2561.1648
普通工业,2020/3/11,5171.8872,2500.5795
普通工业,2020/3/12,5203.3755,2506.854
普通工业,2020/3/13,5307.4593,2665.7862
普通工业,2020/3/14,4146.7401,2679.2685
普通工业,2020/3/15,4029.0606,2564.7909
普通工业,2020/3/16,5114.5842,2674.803
普通工业,2020/3/17,5182.3395,2595.1437
普通工业,2020/3/18,5412.3612,2618.6154
普通工业,2020/3/19,5261.8545,2625.0924
普通工业,2020/3/20,5466.1971,2673.5889
普通工业,2020/3/21,4688.9241,2626.5363
普通工业,2020/3/22,4639.0758,2558.4234
普通工业,2020/3/23,5483.91,2743.7295
普通工业,2020/3/24,5739.2046,2863.9428
普通工业,2020/3/25,5741.8584,3038.3502
普通工业,2020/3/26,5766.6834,3048.5139
普通工业,2020/3/27,6251.0619,2789.4714
普通工业,2020/3/28,4550.7339,2905.6749
普通工业,2020/3/29,4567.3098,2811.6651
普通工业,2020/3/30,5466.3945,2571.294
普通工业,2020/3/31,5699.0202,2809.6278
普通工业,2020/4/1,5542.8579,2615.7795
普通工业,2020/4/2,5818.9233,2702.8698
普通工业,2020/4/3,5613.5184,2821.9647
普通工业,2020/4/4,4359.6045,2627.5062
普通工业,2020/4/5,4511.3268,2579.0097
普通工业,2020/4/6,5247.327,2575.3446
普通工业,2020/4/7,5633.1756,2701.266
普通工业,2020/4/8,5376.933,2719.2339
普通工业,2020/4/9,5336.8608,2629.9395
普通工业,2020/4/10,5155.4679,2611.7283
普通工业,2020/4/11,4890.0303,2730.0303
普通工业,2020/4/12,4106.4225,2618.6505
普通工业,2020/4/13,5064.8358,2595.9774
普通工业,2020/4/14,5514.8355,2647.1916
普通工业,2020/4/15,5473.9434,2623.4982
普通工业,2020/4/16,5739.7188,2602.9443
普通工业,2020/4/17,5705.1744,2701.5573
普通工业,2020/4/18,4774.8951,2739.3573
普通工业,2020/4/19,4967.0409,2755.6245
普通工业,2020/4/20,6962.9655,2967.1488
普通工业,2020/4/21,7479.7116,3198.8394
普通工业,2020/4/22,5750.841,3016.3866
普通工业,2020/4/23,5694.0126,2751.3351
普通工业,2020/4/24,5432.0715,2806.7049
普通工业,2020/4/25,4288.9386,2667.2658
普通工业,2020/4/26,5258.55,2668.9185
普通工业,2020/4/27,6122.0073,2848.9215
普通工业,2020/4/28,6550.4274,2949.7317
普通工业,2020/4/29,6785.8362,3118.1361
普通工业,2020/4/30,7040.0532,3241.8693
普通工业,2020/5/1,5459.3328,3186.9972
普通工业,2020/5/2,6023.9931,3390.9432
普通工业,2020/5/3,6406.7406,3478.3626
普通工业,2020/5/4,7366.4085,3889.6917
普通工业,2020/5/5,7505.2551,4446.4494
普通工业,2020/5/6,10597.6125,4501.4853
普通工业,2020/5/7,10896.8526,4864.542
普通工业,2020/5/8,11296.5354,4857.0837
普通工业,2020/5/9,11272.0467,4713.8319
普通工业,2020/5/10,7382.8008,4458.8127
普通工业,2020/5/11,11386.9152,4143.4584
普通工业,2020/5/12,10368.0552,4562.3889
普通工业,2020/5/13,10943.8818,4699.4511
普通工业,2020/5/14,10806.6138,4537.8936
普通工业,2020/5/15,12115.9101,4798.6305
普通工业,2020/5/16,7712.16,4790.2824
普通工业,2020/5/17,7467.8991,3956.3928
普通工业,2020/5/18,10695.9048,4218.1296
普通工业,2020/5/19,11204.1624,4809.1173
普通工业,2020/5/20,11980.5132,5142.8745
普通工业,2020/5/21,12047.7783,5082.4737
普通工业,2020/5/22,12171.6573,5215.4655
普通工业,2020/5/23,7248.0126,4477.9881
普通工业,2020/5/24,7106.4963,3795.7092
普通工业,2020/5/25,11716.4202,4600.0041
普通工业,2020/5/26,12607.593,5161.0971
普通工业,2020/5/27,11101.1355,4689.0834
普通工业,2020/5/28,10310.0262,4159.2003
普通工业,2020/5/29,11672.7216,4774.4397
普通工业,2020/5/30,7049.3538,4329.9861
普通工业,2020/5/31,7087.1076,3885.1104
普通工业,2020/6/1,12084.8259,4296.8745
普通工业,2020/6/2,12133.5348,4569.9786
普通工业,2020/6/3,11890.6857,4094.1063
普通工业,2020/6/4,12575.1018,4767.9735
普通工业,2020/6/5,13163.6736,4898.4564
普通工业,2020/6/6,7433.4594,4015.0113
普通工业,2020/6/7,6385.143,3904.707
普通工业,2020/6/8,11925.1788,4625.7027
普通工业,2020/6/9,12451.8993,5057.3904
普通工业,2020/6/10,11907.5361,4330.923
普通工业,2020/6/11,12861.4431,4920.8031
普通工业,2020/6/12,12710.1237,5126.5374
普通工业,2020/6/13,8251.4289,4639.7151
普通工业,2020/6/14,6872.2866,4403.5797
普通工业,2020/6/15,12708.2034,4485.126
普通工业,2020/6/16,12115.3986,4966.3545
普通工业,2020/6/17,12399.2007,4993.6953
普通工业,2020/6/18,12299.4768,4723.7859
普通工业,2020/6/19,12516.6549,5293.5621
普通工业,2020/6/20,8380.9176,4621.4913
普通工业,2020/6/21,7678.4967,4539.3546
普通工业,2020/6/22,13408.1682,5034.6084
普通工业,2020/6/23,13625.6058,5530.3074
普通工业,2020/6/24,13538.6973,5201.7693
普通工业,2020/6/25,6613.1046,4384.5018
普通工业,2020/6/26,7057.3107,3946.4514
普通工业,2020/6/27,7823.0952,4257.2829
普通工业,2020/6/28,13461.6849,5098.8384
普通工业,2020/6/29,13469.1045,5418.06
普通工业,2020/6/30,13652.826,5609.5059
普通工业,2020/7/1,14687.1156,5912.5698
普通工业,2020/7/2,13789.2414,5548.5243
普通工业,2020/7/3,13139.6559,4.392
普通工业,2020/7/4,7438.8486,4593.7176
普通工业,2020/7/5,7647.0123,4054.596
普通工业,2020/7/6,13103.5133,4667.7945
普通工业,2020/7/7,13263.8034,5147.598
普通工业,2020/7/8,13598.7396,5340.4317
普通工业,2020/7/9,13350.2901,5270.3892
普通工业,2020/7/10,13661.2626,5280.6456
普通工业,2020/7/11,8184.2607,4663.0503
普通工业,2020/7/12,8083.8894,4604.0859
普通工业,2020/7/13,13798.9575,5536.2384
普通工业,2020/7/14,14085.1992,5717.0316
普通工业,2020/7/15,14221.6002,5813.8749
普通工业,2020/7/16,13244.1499,5742.3909
普通工业,2020/7/17,13384.1187,5360.2629
普通工业,2020/7/18,7654.2864,4569.3897
普通工业,2020/7/19,7346.7159,4327.4433
普通工业,2020/7/20,12084.9567,4641.9948
普通工业,2020/7/21,12305.5131,4679.2683
普通工业,2020/7/22,11650.9599,4529.2149
普通工业,2020/7/23,11395.1544,4545.6531
普通工业,2020/7/24,11452.1592,10.14
普通工业,2020/7/25,7597.596,4461.9345
普通工业,2020/7/26,7250.3208,4477.6797
普通工业,2020/7/27,11723.3727,4618.089
普通工业,2020/7/28,11644.8702,4586.7375
普通工业,2020/7/29,11916.8946,4634.8515
普通工业,2020/7/30,11100.2115,4490.5905
普通工业,2020/7/31,11236.3683,4243.9815
普通工业,2020/8/1,6526.6293,3435.3693
普通工业,2020/8/2,5795.5359,3575.1684
普通工业,2020/8/3,9332.658,3478.5285
普通工业,2020/8/4,9328.5888,3589.6953
普通工业,2020/8/5,8928.801,3570.8874
普通工业,2020/8/6,9379.14,3330.0267
普通工业,2020/8/7,9996.546,3783.8913
普通工业,2020/8/8,7096.59,3654.5394
普通工业,2020/8/9,7049.9787,3787.3761
普通工业,2020/8/10,11535.6222,4060.6899
普通工业,2020/8/11,11103.6309,4380.6162
普通工业,2020/8/12,10670.117,4187.844
普通工业,2020/8/13,10422.411,3839.7102
普通工业,2020/8/14,10399.0026,3679.8645
普通工业,2020/8/15,6928.0443,3725.3289
普通工业,2020/8/16,6594.4236,3588.135
普通工业,2020/8/17,10331.4201,3703.7556
普通工业,2020/8/18,10140.0597,3848.4198
普通工业,2020/8/19,8562.8226,3533.3514
普通工业,2020/8/20,9857.6121,3433.8234
普通工业,2020/8/21,10025.6976,3725.1801
普通工业,2020/8/22,6896.4828,3854.4858
普通工业,2020/8/23,6824.6355,3635.5455
普通工业,2020/8/24,11974.0998,4068.657
普通工业,2020/8/25,12591.8997,3112.8063
普通工业,2020/8/26,12194.7036,4385.9847
普通工业,2020/8/27,11390.37,4081.1601
普通工业,2020/8/28,12277.4289,3280.4055
普通工业,2020/8/29,7644.6369,332.46
普通工业,2020/8/30,6929.5458,3921.2613
普通工业,2020/8/31,12059.4291,3975.4857
普通工业,2020/9/1,13551.6408,4550.2164
普通工业,2020/9/2,13073.7252,4594.9098
普通工业,2020/9/3,13150.7853,5188.9107
普通工业,2020/9/4,13830.8145,4905.5997
普通工业,2020/9/5,7293.5535,4140.0909
普通工业,2020/9/6,7556.9574,3732.2964
普通工业,2020/9/7,13296.9777,4728.6033
普通工业,2020/9/8,12767.6517,177.1068
普通工业,2020/9/9,11879.8941,4472.5308
普通工业,2020/9/10,11659.8354,4170.6927
普通工业,2020/9/11,12727.6959,4734.5181
普通工业,2020/9/12,7701.1671,4119.7863
普通工业,2020/9/13,6640.5471,3597.507
普通工业,2020/9/14,11841.2808,4342.0863
普通工业,2020/9/15,11347.4616,4140.6816
普通工业,2020/9/16,11641.0665,3972.855
普通工业,2020/9/17,11750.1765,4035.6453
普通工业,2020/9/18,11229.6846,4304.6919
普通工业,2020/9/19,6674.1303,3345.7074
普通工业,2020/9/20,7205.1777,3258.4503
普通工业,2020/9/21,11746.3369,3997.8417
普通工业,2020/9/22,11786.8015,4153.2729
普通工业,2020/9/23,11927.9643,4601.886
普通工业,2020/9/24,9504.1803,3796.1877
普通工业,2020/9/25,9518.7252,3254.0499
普通工业,2020/9/26,6855.9963,3468.0105
普通工业,2020/9/27,7546.3797,3059.4651
普通工业,2020/9/28,8441.9424,2822.8953
普通工业,2020/9/29,9715.9638,3212.3364
普通工业,2020/9/30,9778.0485,3260.5866
普通工业,2020/10/1,3783.333,2727.1728
普通工业,2020/10/2,4389.7716,2646.4569
普通工业,2020/10/3,5037.1611,2758.5756
普通工业,2020/10/4,5143.2711,3018.7857
普通工业,2020/10/5,4953.5046,3151.9806
普通工业,2020/10/6,4423.3836,2814.6048
普通工业,2020/10/7,4047.48,2492.4264
普通工业,2020/10/8,4233.9552,2399.8329
普通工业,2020/10/9,6154.9413,2476.7769
普通工业,2020/10/10,6505.0884,2551.9269
普通工业,2020/10/11,5421.0924,2655.3777
普通工业,2020/10/12,8340.3945,2942.2896
普通工业,2020/10/13,8105.6112,3198.5571
普通工业,2020/10/14,8273.0157,2942.196
普通工业,2020/10/15,8408.7252,3031.8393
普通工业,2020/10/16,8411.4753,3295.7802
普通工业,2020/10/17,4729.3383,2807.0424
普通工业,2020/10/18,4459.6947,2524.5906
普通工业,2020/10/19,6288.7665,2591.8122
普通工业,2020/10/20,6301.8045,2611.9485
普通工业,2020/10/21,6364.4994,2624.8464
普通工业,2020/10/22,6044.2185,2424.3723
普通工业,2020/10/23,5947.0512,2452.4688
普通工业,2020/10/24,4208.0823,2449.3638
普通工业,2020/10/25,4220.8365,2384.4423
普通工业,2020/10/26,7130.8206,2497.9575
普通工业,2020/10/27,7811.1909,2899.1412
普通工业,2020/10/28,7737.0948,3045.3618
